#1:
0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 60, 0, 0, 0, 0, 180, 0, 0, 130, 0, 0, 0, 0, 190, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 130, 0, 0, 0
0, 80, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 190, 0, 130, 0, 0, 0, 0, 200
0, 0, 0, 0, 0, 70, 190, 0, 0, 140, 0, 190, 0, 0, 0, 0, 100, 0, 0, 0, 0
0, 0, 0, 0, 0, 140, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0
0, 0, 0, 150, 0, 0, 0, 0, 0, 200, 0, 180, 170, 0, 130, 0, 0, 0, 0, 0, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0
0, 0, 0, 0, 0, 200, 20, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 140
0, 0, 0, 0, 0, 0, 0, 60, 0, 130, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0
120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 150, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0
0, 0, 20, 0, 0, 0, 0, 0, 170, 180, 160, 0, 0, 160, 80, 0, 0, 0, 0, 200, 0
0, 0, 0, 160, 0, 0, 30, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0
180, 0, 30, 50, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0
0, 160, 180, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0
80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0
0, 0, 160, 0, 130, 160, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 150
0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0
0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 140, 100, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 160, 0, 0, 0
150, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 30, 0, 0, 20, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0
0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 150, 0, 110, 0, 0, 0, 0, 0, 110, 130, 0, 0, 0, 10, 0
130, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 170, 70, 0, 0, 100, 0, 0, 0, 0, 60, 0, 0, 50, 0, 0, 0, 0, 180, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 50, 0, 0, 0, 0, 0
#2:
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 200, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 40, 170, 0, 0, 0, 120, 0, 180, 0
0, 0, 0, 0, 0, 0, 100, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0
0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180
0, 130, 0, 0, 170, 0, 0, 130, 150, 200, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0
0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 80, 0, 0, 0, 0, 0, 0
20, 0, 60, 0, 110, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0
0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 50, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 140, 0
0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 190, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0
120, 0, 0, 0, 0, 170, 40, 0, 0, 140, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 180
0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180
100, 60, 0, 0, 0, 0, 10, 60, 0, 0, 0, 0, 0, 80, 0, 0, 0, 50, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0
30, 0, 30, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 180, 0, 0, 0, 0, 60, 0, 80, 0, 0, 0, 150, 0, 0, 0, 0, 0
0, 50, 0, 0, 0, 0, 0, 70, 0, 0, 0, 70, 180, 0, 0, 150, 0, 0, 0, 120, 0
0, 200, 30, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 70, 0, 0, 0, 0
150, 0, 0, 0, 0, 0, 0, 120, 0, 90, 0, 0, 100, 170, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 120, 30, 0, 0, 0, 0, 0, 0, 30
0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 160, 160, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0
0, 90, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 100, 120, 0, 0, 120
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 150, 0, 0, 0, 0, 80, 0, 0, 0, 0
0, 30, 0, 0, 0, 170, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 200, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 90, 0, 0, 20, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
0, 90, 0, 0, 0, 180, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
180, 0, 140, 0, 0, 0, 0, 0, 30, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 170, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 190, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 90, 0, 0, 200, 0, 0, 0, 0
0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 100, 0, 0, 0, 0, 0, 120, 0
#3:
0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0
180, 0, 150, 0, 0, 0, 0, 0, 0, 110, 0, 0, 60, 100, 0, 0, 0, 130, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 120, 0, 0, 0, 0, 10, 0, 0
0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 70, 0, 40, 0, 0, 90, 0, 0, 0
0, 0, 0, 100, 0, 180, 0, 0, 140, 0, 20, 0, 0, 0, 0, 0, 90, 0, 0, 0, 110
0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 60, 0, 190
0, 0, 190, 0, 0, 0, 30, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 130, 0, 0
0, 40, 0, 160, 0, 160, 0, 10, 0, 150, 0, 0, 0, 200, 0, 0, 110, 0, 0, 0, 0
140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 60, 110, 0, 0, 0, 0, 150, 0
70, 0, 200, 0, 0, 0, 0, 10, 0, 20, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 200
0, 0, 40, 140, 0, 0, 0, 0, 0, 0, 20, 0, 0, 130, 10, 0, 80, 0, 150, 0, 0
0, 0, 0, 130, 0, 0, 190, 0, 20, 190, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0
0, 0, 160, 70, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 200
0, 0, 0, 0, 0, 190, 170, 80, 20, 170, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 50, 0, 0, 0, 70, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 90, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130
90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 70, 20, 0, 20, 0, 0, 0, 0, 0, 0, 0, 30, 40, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 70, 90, 0, 0, 0, 180, 100, 0, 0, 0, 0, 0, 0, 0, 100, 60
0, 160, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 40, 0, 0, 80, 0, 110, 0, 190, 0
0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 80, 0, 0
110, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 30, 0
0, 10, 0, 140, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 140, 0, 0, 0
0, 0, 100, 100, 20, 0, 0, 0, 0, 190, 0, 120, 0, 0, 0, 0, 170, 170, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 200, 0, 180, 0, 0, 200, 0, 0, 0, 0
0, 0, 90, 0, 0, 70, 40, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 80
0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 120, 0
0, 140, 0, 0, 50, 160, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0
0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 90
0, 60, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0
70, 0, 0, 0, 0, 0, 160, 30, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 180, 0, 0, 0, 0, 0, 10, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 190, 0, 0, 0, 0, 0, 0
60, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0
0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 180, 0, 0, 110, 0, 0
#4:
0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 50, 0, 0, 0, 10, 160, 0, 40, 190, 0, 0
0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0
0, 40, 0, 0, 120, 190, 0, 100, 0, 110, 0, 0, 0, 0, 110, 0, 0, 30, 0, 0, 0
130, 0, 0, 0, 200, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 70, 0, 0
0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 110, 0, 130, 0, 0, 0, 80, 60
0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 160, 70, 0, 0, 0
0, 190, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 120, 0, 100, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 200, 160, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0
